path,speaker_id,source_speaker_id,audio_id,raw_text,normalized_text,gender,accent,is_gold_transcript,duration_seconds,label,category,generator,dataset,freeze_tag
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_001.wav,vox_ext_02,124708,20180529-0900-PLENARY-18-es_20180529-16:25:55_6,un cambio que todos los nicaragüenses anhelan,un cambio que todos los nicaragüenses anhelan;,female,None,0,4.2797,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_002.wav,vox_ext_02,124708,20170216-0900-PLENARY-5-es_20170216-10:42:11_7,Como Unión Europea debemos fortalecer nuestra cooperación con Guatemala para ayudar a este país a promover y consolidar una agenda en materia de derechos humanos.,como unión europea debemos fortalecer nuestra cooperación con guatemala para ayudar a este país a promover y consolidar una agenda en materia de derechos humanos.,female,None,0,11.8187,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_003.wav,vox_ext_02,124708,20180529-0900-PLENARY-18-es_20180529-16:25:55_8,Lo que Nicaragua necesita es el fin del régimen autoritario actual y la reconciliación nacional.,lo que nicaragua necesita es el fin del régimen autoritario actual y la reconciliación nacional.,female,None,0,6.7594,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_004.wav,vox_ext_02,124708,20170913-0900-PLENARY-21-es_20170913-22:30:54_3,Nuestra visión compartida ha permitido a ambas partes aprovechar plenamente el Acuerdo de Asociación entre la Unión Europea y Chile.,nuestra visión compartida ha permitido a ambas partes aprovechar plenamente el acuerdo de asociación entre la unión europea y chile.,female,None,0,10.6594,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_005.wav,vox_ext_02,124708,20180529-0900-PLENARY-18-es_20180529-16:25:55_5,Las negociaciones deben producir un cambio real,las negociaciones deben producir un cambio real;,male,None,0,4.2197,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_006.wav,vox_ext_02,124708,20170216-0900-PLENARY-3-es_20170216-09:41:17_6,El Gobierno de Ortega nos ha demostrado una y otra vez su verdadera cara e intenciones.,el gobierno de ortega nos ha demostrado una y otra vez su verdadera cara e intenciones.,female,None,0,6.4800,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_007.wav,vox_ext_02,124708,20170216-0900-PLENARY-3-es_20170216-09:41:17_4,"El ejemplo más reciente de esto se ha dado en las últimas elecciones de noviembre, que marcaron el final de un proceso electoral amañado e injusto.",el ejemplo más reciente de esto se ha dado en las últimas elecciones de noviembre que marcaron el final de un proceso electoral amañado e injusto.,female,None,0,10.8399,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_008.wav,vox_ext_02,124708,20170216-0900-PLENARY-3-es_20170216-09:41:17_7,No podemos actuar de manera reactiva y esperar hasta que se produzcan más violaciones o acabaremos con otra Venezuela en América Central.,no podemos actuar de manera reactiva y esperar hasta que se produzcan más violaciones o acabaremos con otra venezuela en américa central.,female,None,0,11.1801,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_009.wav,vox_ext_02,124708,20170912-0900-PLENARY-23-es_20170912-21:08:24_8,Le insto a que imponga sanciones económicas a empresas públicas venezolanas que mantienen viva la dictadura.,le insto a que imponga sanciones económicas a empresas públicas venezolanas que mantienen viva la dictadura.,female,None,0,8.3991,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_02\vox_ext_02_010.wav,vox_ext_02,124708,20170216-0900-PLENARY-3-es_20170216-09:41:17_2,"Francisca Ramírez es solo un ejemplo de centenares de voces opositoras al Gobierno, que sufren una represión cada vez más dura.",francisca ramírez es solo un ejemplo de centenares de voces opositoras al gobierno que sufren una represión cada vez más dura.,male,None,0,11.0799,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_001.wav,vox_ext_03,28397,20131009-0900-PLENARY-17-es_20131009-19:49:27_4,reforzando el papel de las autoridades locales competentes en el control de las fronteras.,reforzando el papel de las autoridades locales competentes en el control de las fronteras.,male,None,0,5.8200,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_002.wav,vox_ext_03,28397,20140227-0900-PLENARY-5-es_20140227-10:34:17_8,,el parlamento vigilará el seguimiento de los acuerdos alcanzados en este expediente pero también de las restantes medidas que deben desarrollarse para hacer realidad la exención de visado para estos dos países.,male,None,0,11.2589,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_003.wav,vox_ext_03,28397,20131009-0900-PLENARY-18-es_20131009-21:21:47_1,Estaremos y estamos con Eurosur como estamos con Schengen o con Frontex.,estaremos y estamos con eurosur como estamos con schengen o con frontex.,male,None,0,6.1400,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_004.wav,vox_ext_03,28397,20140227-0900-PLENARY-5-es_20140227-10:34:17_7,,es una decisión importante que comparto plenamente y es necesario que la comisión actúe con rapidez y diligencia para presentar los informes de impacto comprometidos.,male,None,0,10.0589,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_005.wav,vox_ext_03,28397,20131009-0900-PLENARY-17-es_20131009-19:49:27_5,Quiero decir una palabra sobre una expresión abominable la distribution du fardeau el reparto de la carga.,quiero decir una palabra sobre una expresión abominable la distribution du fardeau el reparto de la carga.,male,None,0,7.1801,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_006.wav,vox_ext_03,28397,20131009-0900-PLENARY-18-es_20131009-21:21:47_3,"Dicho Acuerdo recoge, en su Protocolo 19, la fórmula jurídica inequívoca que deberán utilizar aquellos Estados que deseen participar en las disposiciones del mismo.",dicho acuerdo recoge en su protocolo diecinueve la fórmula jurídica inequívoca que deberán utilizar aquellos estados que deseen participar en las disposiciones del mismo.,male,None,0,11.6800,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_007.wav,vox_ext_03,28397,20131009-0900-PLENARY-18-es_20131009-21:21:47_5,"Este procedimiento aquí no se ha respetado, algo obligatorio al ser Eurosur un desarrollo del acervo de Schengen.",este procedimiento aquí no se ha respetado algo obligatorio al ser eurosur un desarrollo del acervo de schengen.,male,None,0,8.4400,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_008.wav,vox_ext_03,28397,20131009-0900-PLENARY-18-es_20131009-21:21:47_4,Pero para todo ello es necesaria la unanimidad de los miembros del Consejo tras recibir la petición del país concernido y el conocimiento de la Comisión.,pero para todo ello es necesaria la unanimidad de los miembros del consejo tras recibir la petición del país concernido y el conocimiento de la comisión.,male,None,0,9.2999,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_009.wav,vox_ext_03,28397,20131009-0900-PLENARY-17-es_20131009-19:49:27_6,"Repugna a la razón llamar carga o fardo a seres humanos, de tal forma, señora Presidenta, que lo que hay que hacer es distribuir bien la solidaridad y organizar bien la solidaridad.",repugna a la razón llamar carga o fardo a seres humanos de tal forma señora presidenta que lo que hay que hacer es distribuir bien la solidaridad y organizar bien la solidaridad.,male,None,0,11.1200,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_03\vox_ext_03_010.wav,vox_ext_03,28397,20140224-0900-PLENARY-17-es_20140224-19:50:14_6,"Por lo demás, quiero agradecer a todos los diputados sus apoyos, expresamente manifestados, y también sus discrepancias.",por lo demás quiero agradecer a todos los diputados sus apoyos expresamente manifestados y también sus discrepancias.,male,None,0,7.8599,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_001.wav,vox_ext_04,28390,20131024-0900-PLENARY-3-es_20131024-08:59:53_3,"yo misma lo he dicho— podría haberse hecho antes, probablemente sin ningún problema habríamos ganado tiempo, pero las circunstancias son las que son.",yo misma lo he dicho podría haberse hecho antes probablemente sin ningún problema; habríamos ganado tiempo pero las circunstancias son las que son.,female,None,0,7.3394,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_002.wav,vox_ext_04,28390,20170405-0900-PLENARY-14-es_20170405-18:01:16_6,"Fue este Parlamento el que lo aprobó y lo negoció con el Consejo —con una gran colaboración con la Comisión, desde luego—.",fue este parlamento el que lo aprobó y lo negoció con el consejo con una gran colaboración con la comisión desde luego.,female,None,0,9.9799,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_003.wav,vox_ext_04,28390,20170705-0900-PLENARY-6-es_20170705-10:01:20_7,Por eso hay que dar la bienvenida a que la Presidencia estonia haya hecho bandera de los asuntos digitales en este período.,por eso hay que dar la bienvenida a que la presidencia estonia haya hecho bandera de los asuntos digitales en este período.,female,None,0,8.0591,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_004.wav,vox_ext_04,28390,20151214-0900-PLENARY-10-es_20151214-18:36:28_2,"La lista de objetivos políticos que habría que calificar de falta de evidencia científica, según parece entenderse en este caso, sería inmensa.",la lista de objetivos políticos que habría que calificar de falta de evidencia científica según parece entenderse en este caso sería inmensa.,female,None,0,7.2599,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_005.wav,vox_ext_04,28390,20171129-0900-PLENARY-13-es_20171129-18:22:02_2,"Es impresionante, por ejemplo, lo que supone, en este sentido y en otros, el propio paquete de invierno que ahora estamos tratando.",es impresionante por ejemplo lo que supone en este sentido y en otros el propio paquete de invierno que ahora estamos tratando.,male,None,0,8.7800,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_006.wav,vox_ext_04,28390,20170405-0900-PLENARY-14-es_20170405-18:01:16_3,"tengan mayor libertad de movimiento, tengan más y más oportunidades en la Unión Europea, en el conjunto de los países que la forman.",tengan mayor libertad de movimiento tengan más y más oportunidades en la unión europea en el conjunto de los países que la forman.,female,None,0,9.8200,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_007.wav,vox_ext_04,28390,20170705-0900-PLENARY-6-es_20170705-10:01:20_5,Pero la apertura y el no aislacionismo empiezan por la propia casa.,pero la apertura y el no aislacionismo empiezan por la propia casa.,female,None,0,6.5992,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_008.wav,vox_ext_04,28390,20170705-0900-PLENARY-6-es_20170705-10:01:20_2,"Pero hoy más que nunca, en una sociedad globalizada, solo mediante una economía abierta y una sociedad abierta podremos seguir avanzando.",pero hoy más que nunca en una sociedad globalizada solo mediante una economía abierta y una sociedad abierta podremos seguir avanzando.,female,None,0,8.9389,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_009.wav,vox_ext_04,28390,20171129-0900-PLENARY-13-es_20171129-18:22:02_6,"Hace falta tener, para los proyectos de interés común, esta serie de criterios a la hora de apoyarlo, sobre todo allí donde hay países que tienen grandes problemas en este sentido.",hace falta tener para los proyectos de interés común esta serie de criterios a la hora de apoyarlo sobre todo allí donde hay países que tienen grandes problemas en este sentido.,female,None,0,10.1200,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_04\vox_ext_04_010.wav,vox_ext_04,28390,20131024-0900-PLENARY-3-es_20131024-08:59:53_11,"Es decir, estamos hablando de temas ya muy debatidos y se trata ahora de que el Parlamento dé un impulso nuevo, para que lo que decidamos sea realmente eficiente.",es decir estamos hablando de temas ya muy debatidos y se trata ahora de que el parlamento dé un impulso nuevo para que lo que decidamos sea realmente eficiente.,female,None,0,9.0989,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_001.wav,vox_ext_05,125051,20171005-0900-PLENARY-3-es_20171005-09:23:42_8,Este informe es un primer paso para pedir a la Comisión Europea que regule los derechos de los presos a nivel europeo y que establezca más garantías.,este informe es un primer paso para pedir a la comisión europea que regule los derechos de los presos a nivel europeo y que establezca más garantías.,male,None,0,8.7599,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_002.wav,vox_ext_05,125051,20171004-0900-PLENARY-3-es_20171004-10:43:39_12,"Tenéis el apoyo y la solidaridad del pueblo vasco, y pronto recorreremos el mismo",tenéis el apoyo y la solidaridad del pueblo vasco y pronto recorreremos el mismo.,male,None,0,5.1400,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_003.wav,vox_ext_05,125051,20170314-0900-PLENARY-3-es_20170314-10:58:15_3,Aquí se trata del modelo de sociedad que queremos tener y que legaremos a nuestras hijas e hijos,aquí se trata del modelo de sociedad que queremos tener y que legaremos a nuestras hijas e hijos;,male,None,0,5.7799,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_004.wav,vox_ext_05,125051,20170314-0900-PLENARY-3-es_20170314-10:58:15_10,"Gracias, de nuevo, a la ponente y animo al señor comisario a hacer, como ha dicho, todo lo posible para que en los trílogos no se pierda la ambición y el espíritu de lo propuesto por el Parlamento Europeo.",gracias de nuevo a la ponente y animo al señor comisario a hacer como ha dicho todo lo posible para que en los trílogos no se pierda la ambición y el espíritu de lo propuesto por el parlamento europeo.,male,None,0,10.7600,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_005.wav,vox_ext_05,125051,20170516-0900-PLENARY-4-es_20170516-10:17:56_1,"¿Quiénes somos nosotros para negar un futuro a Saled o a Denis, a quienes conocí el viernes en el campo de Mineo?",quiénes somos nosotros para negar un futuro a saled o a denis a quienes conocí el viernes en el campo de mineo?,male,None,0,6.4791,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_006.wav,vox_ext_05,125051,20171004-0900-PLENARY-3-es_20171004-10:43:39_10,"No pedimos que lo entiendan, pero sí que lo respeten.",no pedimos que lo entiendan pero sí que lo respeten.,male,None,0,2.8000,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_007.wav,vox_ext_05,125051,20170614-0900-PLENARY-5-es_20170614-09:59:44_2,¿Qué mensaje enviamos a la sociedad cuando insistimos en la idea de defender mejor nuestras fronteras?,qué mensaje enviamos a la sociedad cuando insistimos en la idea de defender mejor nuestras fronteras?,male,None,0,5.4192,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_008.wav,vox_ext_05,125051,20170515-0900-PLENARY-12-es_20170515-20:22:47_3,"No solo instar al cambio, sino hacer que sea posible, desde la granja a la mesa ―como ilustraba el comisario―, pasando por la distribución.",no solo instar al cambio sino hacer que sea posible desde la granja a la mesa como ilustraba el comisario pasando por la distribución.,male,None,0,7.3600,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_009.wav,vox_ext_05,125051,20170516-0900-PLENARY-4-es_20170516-10:17:56_5,Pero ¿necesitamos realmente sufrir nosotros para poder sentir el sufrimiento de estas personas?,pero necesitamos realmente sufrir nosotros para poder sentir el sufrimiento de estas personas?,male,None,0,6.3191,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_05\vox_ext_05_010.wav,vox_ext_05,125051,20170301-0900-PLENARY-12-es_20170301-18:38:47_5,"En Europa hay cárceles temporales para estos niños, que siguen siendo objeto de devoluciones en caliente.",en europa hay cárceles temporales para estos niños que siguen siendo objeto de devoluciones en caliente.,male,None,0,5.7600,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_06\vox_ext_06_001.wav,vox_ext_06,4555,20120612-0900-PLENARY-6-es_20120612-13:14:26_3,"Para transmitir que quien la hace, la paga, los ciudadanos están rescatando bancos que se involucraron en prácticas de dudosa moralidad y sostenibilidad.",para transmitir que quien la hace la paga los ciudadanos están rescatando bancos que se involucraron en prácticas de dudosa moralidad y sostenibilidad.,male,None,0,11.9379,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
C:\Users\gonza\TFG\Deepfake-Detection\external_final_voxpopuli\real\vox_ext_06\vox_ext_06_002.wav,vox_ext_06,4555,20120612-0900-PLENARY-6-es_20120612-12:59:31_1,Y lo sabemos por la sencilla razón de que ya lo hemos visto en Grecia e Irlanda.,y lo sabemos por la sencilla razón de que ya lo hemos visto en grecia e irlanda.,male,None,0,5.5191,0,real_external_final,real,voxpopuli_es_test_legacy_archive,tfg_final_real_voxpopuli_es_legacy_v1_2026-09-15
