id,source_path,output_path,category,generator,source_generator,target,status,error
26,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\026_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\026_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
27,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\027_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\027_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
28,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\028_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\028_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
29,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\029_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\029_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
30,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\030_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\030_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
31,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\031_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\031_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
32,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\032_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\032_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
33,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\033_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\033_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
34,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\034_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\034_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
35,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\035_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\035_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
36,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\036_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\036_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
37,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\037_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\037_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
38,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\038_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\038_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
39,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\039_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\039_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
40,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\040_ref1.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\040_ref1.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Marta_ref.wav,ok,
41,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\041_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\041_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
42,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\042_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\042_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
43,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\043_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\043_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
44,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\044_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\044_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
45,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\045_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\045_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
46,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\046_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\046_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
47,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\047_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\047_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
48,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\048_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\048_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
49,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\049_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\049_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
50,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\050_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\050_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
51,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\051_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\051_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
52,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\052_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\052_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
53,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\053_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\053_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
54,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\054_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\054_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
55,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\055_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\055_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
56,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\056_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\056_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
57,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\057_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\057_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
58,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\058_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\058_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
59,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\059_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\059_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
60,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\060_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\060_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
61,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\061_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\061_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
62,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\062_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\062_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
63,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\063_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\063_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
64,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\064_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\064_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
65,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\065_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\065_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
66,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\066_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\066_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
67,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\067_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\067_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
68,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\068_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\068_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
69,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\069_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\069_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
70,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\070_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\070_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
71,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\071_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\071_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
72,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\072_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\072_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
73,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\073_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\073_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
74,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\074_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\074_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
75,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\075_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\075_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
76,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\076_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\076_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
77,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\077_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\077_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
78,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\078_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\078_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
79,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\079_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\079_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
80,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\080_ref2.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\080_ref2.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Noelia_ref.wav,ok,
81,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\081_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\081_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
82,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\082_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\082_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
83,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\083_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\083_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
84,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\084_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\084_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
85,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\085_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\085_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
86,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\086_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\086_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
87,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\087_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\087_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
88,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\088_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\088_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
89,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\089_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\089_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
90,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\090_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\090_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
91,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\091_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\091_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
92,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\092_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\092_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
93,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\093_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\093_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
94,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\094_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\094_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
95,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\095_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\095_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
