file,label,class,generator,model,speaker,reference_file,original_reference_file,reference_text,target_text,language,clone_mode,seed,stream,speed,fp16,sample_rate,channels,duration_s,peak,rms,clipped_fraction,sha256
cosyvoice_011.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_06,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk06_01__vox_ext_06_008.wav,vox_ext_06_008.wav,hemos votado por un futuro en el que el reino unido participe en los asuntos de todos los continentes incluida europa;,Esta mañana encontré las llaves encima de la mesa del salón.,Spanish,zero_shot,2026091611,False,1.0,True,24000,1,3.680000,0.98999023,0.12492795,0.00000000,ad85d702d69fde7bf7e94065d1fdb09810d501da84a1d56130c67386236d22e3
cosyvoice_012.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_06,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk06_02__vox_ext_06_003.wav,vox_ext_06_003.wav,los españoles van a ver cómo sus ahorros pierden valor y cómo el importe de sus deudas se disparan.,Los participantes recibieron las instrucciones antes de comenzar la actividad.,Spanish,zero_shot,2026091612,False,1.0,True,24000,1,3.920000,0.38696289,0.04700827,0.00000000,c117b0935cd0b8357a0def7238cb0d598499be6a3d640fa92c0e0930816cd7e7
cosyvoice_013.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_07,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk07_01__vox_ext_07_005.wav,vox_ext_07_005.wav,los movimientos populares están en todas partes en túnez en egipto en las plazas en españa durante el movimiento de los indignados y también en asia.,El informe incluye una explicación detallada de todos los resultados.,Spanish,zero_shot,2026091613,False,1.0,True,24000,1,4.960000,0.99002075,0.26040891,0.00000000,b3e32ab6008482c2fb5b35f3115c81bb9d8b440c3c0b32ef7f23f1eb4acb2731
cosyvoice_014.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_07,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk07_02__vox_ext_07_004.wav,vox_ext_07_004.wav,acaso no interviene la unión europea cuando sus miembros venden armas a israel?,La próxima semana tendremos una nueva sesión para revisar el progreso.,Spanish,zero_shot,2026091614,False,1.0,True,24000,1,12.800000,0.47271729,0.05744400,0.00000000,5d6b37b5f8b0df9cbf96d933deb788ed3e3b35447b66b45d04c263f21ebb14b3
cosyvoice_015.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_08,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk08_01__vox_ext_08_008.wav,vox_ext_08_008.wav,gracias al parlamento europeo por no abandonar al pueblo cubano en este bregar de más de medio siglo hacia la democracia.,El archivo contiene únicamente la información necesaria para realizar la prueba.,Spanish,zero_shot,2026091615,False,1.0,True,24000,1,5.000000,0.51821899,0.05440157,0.00000000,31815f33985d21fc66a84e42e0811ecdf0d4c13d57aae12713176ce8c887c745
cosyvoice_016.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_08,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk08_02__vox_ext_08_004.wav,vox_ext_08_004.wav,ellos y sus familiares soportan un destierro psicológico pues sus seres más queridos resultaron extorsionados por el gobierno neoestalinista cubano.,La universidad publicó ayer el calendario definitivo del próximo curso.,Spanish,zero_shot,2026091616,False,1.0,True,24000,1,5.560000,0.52001953,0.05595109,0.00000000,3974ea64472a2c7e6b907925cab600ed32e711dc66d45cf9401143ca43bc36f4
cosyvoice_017.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_09,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk09_01__vox_ext_09_001.wav,vox_ext_09_001.wav,con esta propuesta vamos a disponer de más medios más eficaces para luchar contra el fraude y la evasión fiscal en europa.,Después de analizar los datos podremos comparar los diferentes métodos.,Spanish,zero_shot,2026091617,False,1.0,True,24000,1,4.000000,0.34106445,0.05132258,0.00000000,b5ae5441b9c4801a16332020d0cfb7a93750f1a8c2b1a0a326f8dea89e062f8a
cosyvoice_018.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_09,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk09_02__vox_ext_09_003.wav,vox_ext_09_003.wav,los estados miembros son parte de un proyecto político y las relaciones entre sus sistemas fiscales deben ser acordes con este proyecto político.,La grabación se realizó en una habitación tranquila y sin ruido de fondo.,Spanish,zero_shot,2026091618,False,1.0,True,24000,1,4.520000,0.25207520,0.03642741,0.00000000,d8e9aa6c2db086638db0ac0bb2b19fc2b06a3075db1d6c06cd205aa229facfdb
cosyvoice_019.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_10,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk10_01__vox_ext_10_006.wav,vox_ext_10_006.wav,para las autoridades nigerianas unas guías para que la persecución de unos crímenes no las lleve a cometer otros y a entrar así en una espiral de difícil salida.,Cada muestra debe conservarse sin modificaciones después de la evaluación.,Spanish,zero_shot,2026091619,False,1.0,True,24000,1,4.720000,0.35095215,0.04710542,0.00000000,ca56fbe9a52e24b6116fd644b08adb4becd0366978ad3ae11ebd09e95856da1e
cosyvoice_020.wav,1,fake,Fun-CosyVoice3,Fun-CosyVoice3-0.5B,vox_ext_10,C:\Users\gonza\TFG\Deepfake-Detection\_external_fake_build\rvc_sources\spk10_02__vox_ext_10_001.wav,vox_ext_10_001.wav,por eso insisto espero contar con su apoyo para aprobar la enmienda que pide una investigación internacional de estas cuestiones bajo el auspicio de las naciones unidas.,Los resultados finales se utilizarán para estudiar la capacidad de generalización.,Spanish,zero_shot,2026091620,False,1.0,True,24000,1,5.200000,0.32720947,0.04406966,0.00000000,2d6ee8dc1e5e5faf9a7608947a9db232d77c911a232937c622f2861346022832
