path,label,category,generator,reference_id,reference_file,text_id,text,seed,status
data/tts/cosyvoice/024_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_024,"Al terminar la clase, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20260932,ok
data/tts/cosyvoice/025_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_025,"Al terminar la clase, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20260933,ok
data/tts/cosyvoice/026_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_026,"Al terminar la clase, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20260934,ok
data/tts/cosyvoice/027_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_027,"Al terminar la clase, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20260935,ok
data/tts/cosyvoice/028_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_028,"Al terminar la clase, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20260936,ok
data/tts/cosyvoice/029_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_029,"Al terminar la clase, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20260937,ok
data/tts/cosyvoice/030_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_030,"Al terminar la clase, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20260938,ok
data/tts/cosyvoice/031_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_031,"Durante el fin de semana, el equipo revisó los resultados antes de tomar una decisión definitiva.",20260939,ok
data/tts/cosyvoice/032_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_032,"Durante el fin de semana, la biblioteca permaneció abierta hasta que terminó la última actividad.",20260940,ok
data/tts/cosyvoice/033_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_033,"Durante el fin de semana, una persona preguntó por la dirección correcta y recibió una explicación clara.",20260941,ok
data/tts/cosyvoice/034_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_034,"Durante el fin de semana, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20260942,ok
data/tts/cosyvoice/035_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_035,"Durante el fin de semana, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20260943,ok
data/tts/cosyvoice/036_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_036,"Durante el fin de semana, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20260944,ok
data/tts/cosyvoice/037_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_037,"Durante el fin de semana, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20260945,ok
data/tts/cosyvoice/038_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_038,"Durante el fin de semana, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20260946,ok
data/tts/cosyvoice/039_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_039,"Durante el fin de semana, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20260947,ok
data/tts/cosyvoice/040_ref1.wav,1,tts,cosyvoice,Gonzalo_referencia,Gonzalo_referencia.wav,txt_040,"Durante el fin de semana, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20260948,ok
data/tts/cosyvoice/041_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_041,"Antes de salir de casa, el equipo revisó los resultados antes de tomar una decisión definitiva.",20260949,ok
data/tts/cosyvoice/042_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_042,"Antes de salir de casa, la biblioteca permaneció abierta hasta que terminó la última actividad.",20260950,ok
data/tts/cosyvoice/043_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_043,"Antes de salir de casa, una persona preguntó por la dirección correcta y recibió una explicación clara.",20260951,ok
data/tts/cosyvoice/044_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_044,"Antes de salir de casa, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20260952,ok
data/tts/cosyvoice/045_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_045,"Antes de salir de casa, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20260953,ok
data/tts/cosyvoice/046_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_046,"Antes de salir de casa, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20260954,ok
data/tts/cosyvoice/047_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_047,"Antes de salir de casa, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20260955,ok
data/tts/cosyvoice/048_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_048,"Antes de salir de casa, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20260956,ok
data/tts/cosyvoice/049_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_049,"Antes de salir de casa, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20260957,ok
data/tts/cosyvoice/050_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_050,"Antes de salir de casa, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20260958,ok
data/tts/cosyvoice/051_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_051,"Después de comer, el equipo revisó los resultados antes de tomar una decisión definitiva.",20260959,ok
data/tts/cosyvoice/052_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_052,"Después de comer, la biblioteca permaneció abierta hasta que terminó la última actividad.",20260960,ok
data/tts/cosyvoice/053_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_053,"Después de comer, una persona preguntó por la dirección correcta y recibió una explicación clara.",20260961,ok
data/tts/cosyvoice/054_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_054,"Después de comer, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20260962,ok
data/tts/cosyvoice/055_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_055,"Después de comer, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20260963,ok
data/tts/cosyvoice/056_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_056,"Después de comer, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20260964,ok
data/tts/cosyvoice/057_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_057,"Después de comer, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20260965,ok
data/tts/cosyvoice/058_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_058,"Después de comer, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20260966,ok
data/tts/cosyvoice/059_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_059,"Después de comer, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20260967,ok
data/tts/cosyvoice/060_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_060,"Después de comer, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20260968,ok
data/tts/cosyvoice/061_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_061,"Mientras esperaba el autobús, el equipo revisó los resultados antes de tomar una decisión definitiva.",20260969,ok
data/tts/cosyvoice/062_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_062,"Mientras esperaba el autobús, la biblioteca permaneció abierta hasta que terminó la última actividad.",20260970,ok
data/tts/cosyvoice/063_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_063,"Mientras esperaba el autobús, una persona preguntó por la dirección correcta y recibió una explicación clara.",20260971,ok
data/tts/cosyvoice/064_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_064,"Mientras esperaba el autobús, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20260972,ok
data/tts/cosyvoice/065_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_065,"Mientras esperaba el autobús, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20260973,ok
data/tts/cosyvoice/066_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_066,"Mientras esperaba el autobús, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20260974,ok
data/tts/cosyvoice/067_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_067,"Mientras esperaba el autobús, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20260975,ok
data/tts/cosyvoice/068_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_068,"Mientras esperaba el autobús, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20260976,ok
data/tts/cosyvoice/069_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_069,"Mientras esperaba el autobús, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20260977,ok
data/tts/cosyvoice/070_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_070,"Mientras esperaba el autobús, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20260978,ok
data/tts/cosyvoice/071_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_071,"Al llegar a la estación, el equipo revisó los resultados antes de tomar una decisión definitiva.",20260979,ok
data/tts/cosyvoice/072_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_072,"Al llegar a la estación, la biblioteca permaneció abierta hasta que terminó la última actividad.",20260980,ok
data/tts/cosyvoice/073_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_073,"Al llegar a la estación, una persona preguntó por la dirección correcta y recibió una explicación clara.",20260981,ok
data/tts/cosyvoice/074_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_074,"Al llegar a la estación, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20260982,ok
data/tts/cosyvoice/075_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_075,"Al llegar a la estación, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20260983,ok
data/tts/cosyvoice/076_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_076,"Al llegar a la estación, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20260984,ok
data/tts/cosyvoice/077_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_077,"Al llegar a la estación, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20260985,ok
data/tts/cosyvoice/078_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_078,"Al llegar a la estación, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20260986,ok
data/tts/cosyvoice/079_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_079,"Al llegar a la estación, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20260987,ok
data/tts/cosyvoice/080_ref2.wav,1,tts,cosyvoice,Marta_ref,Marta_ref.wav,txt_080,"Al llegar a la estación, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20260988,ok
data/tts/cosyvoice/081_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_081,"En una reunión tranquila, el equipo revisó los resultados antes de tomar una decisión definitiva.",20260989,ok
data/tts/cosyvoice/082_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_082,"En una reunión tranquila, la biblioteca permaneció abierta hasta que terminó la última actividad.",20260990,ok
data/tts/cosyvoice/083_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_083,"En una reunión tranquila, una persona preguntó por la dirección correcta y recibió una explicación clara.",20260991,ok
data/tts/cosyvoice/084_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_084,"En una reunión tranquila, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20260992,ok
data/tts/cosyvoice/085_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_085,"En una reunión tranquila, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20260993,ok
data/tts/cosyvoice/086_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_086,"En una reunión tranquila, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20260994,ok
data/tts/cosyvoice/087_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_087,"En una reunión tranquila, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20260995,ok
data/tts/cosyvoice/088_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_088,"En una reunión tranquila, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20260996,ok
data/tts/cosyvoice/089_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_089,"En una reunión tranquila, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20260997,ok
data/tts/cosyvoice/090_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_090,"En una reunión tranquila, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20260998,ok
data/tts/cosyvoice/091_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_091,"Durante una conversación breve, el equipo revisó los resultados antes de tomar una decisión definitiva.",20260999,ok
data/tts/cosyvoice/092_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_092,"Durante una conversación breve, la biblioteca permaneció abierta hasta que terminó la última actividad.",20261000,ok
data/tts/cosyvoice/093_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_093,"Durante una conversación breve, una persona preguntó por la dirección correcta y recibió una explicación clara.",20261001,ok
data/tts/cosyvoice/094_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_094,"Durante una conversación breve, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20261002,ok
data/tts/cosyvoice/095_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_095,"Durante una conversación breve, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20261003,ok
data/tts/cosyvoice/096_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_096,"Durante una conversación breve, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20261004,ok
data/tts/cosyvoice/097_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_097,"Durante una conversación breve, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20261005,ok
data/tts/cosyvoice/098_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_098,"Durante una conversación breve, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20261006,ok
data/tts/cosyvoice/099_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_099,"Durante una conversación breve, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20261007,ok
data/tts/cosyvoice/100_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_100,"Durante una conversación breve, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20261008,ok
data/tts/cosyvoice/101_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_101,"A primera hora del día, el equipo revisó los resultados antes de tomar una decisión definitiva.",20261009,ok
data/tts/cosyvoice/102_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_102,"A primera hora del día, la biblioteca permaneció abierta hasta que terminó la última actividad.",20261010,ok
data/tts/cosyvoice/103_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_103,"A primera hora del día, una persona preguntó por la dirección correcta y recibió una explicación clara.",20261011,ok
data/tts/cosyvoice/104_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_104,"A primera hora del día, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20261012,ok
data/tts/cosyvoice/105_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_105,"A primera hora del día, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20261013,ok
data/tts/cosyvoice/106_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_106,"A primera hora del día, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20261014,ok
data/tts/cosyvoice/107_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_107,"A primera hora del día, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20261015,ok
data/tts/cosyvoice/108_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_108,"A primera hora del día, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20261016,ok
data/tts/cosyvoice/109_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_109,"A primera hora del día, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20261017,ok
data/tts/cosyvoice/110_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_110,"A primera hora del día, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20261018,ok
data/tts/cosyvoice/111_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_111,"Cuando terminó la lluvia, el equipo revisó los resultados antes de tomar una decisión definitiva.",20261019,ok
data/tts/cosyvoice/112_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_112,"Cuando terminó la lluvia, la biblioteca permaneció abierta hasta que terminó la última actividad.",20261020,ok
data/tts/cosyvoice/113_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_113,"Cuando terminó la lluvia, una persona preguntó por la dirección correcta y recibió una explicación clara.",20261021,ok
data/tts/cosyvoice/114_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_114,"Cuando terminó la lluvia, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20261022,ok
data/tts/cosyvoice/115_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_115,"Cuando terminó la lluvia, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20261023,ok
data/tts/cosyvoice/116_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_116,"Cuando terminó la lluvia, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20261024,ok
data/tts/cosyvoice/117_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_117,"Cuando terminó la lluvia, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20261025,ok
data/tts/cosyvoice/118_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_118,"Cuando terminó la lluvia, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20261026,ok
data/tts/cosyvoice/119_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_119,"Cuando terminó la lluvia, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20261027,ok
data/tts/cosyvoice/120_ref3.wav,1,tts,cosyvoice,Noelia_ref,Noelia_ref.wav,txt_120,"Cuando terminó la lluvia, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20261028,ok
data/tts/cosyvoice/121_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_121,"En el centro de la ciudad, el equipo revisó los resultados antes de tomar una decisión definitiva.",20261029,ok
data/tts/cosyvoice/122_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_122,"En el centro de la ciudad, la biblioteca permaneció abierta hasta que terminó la última actividad.",20261030,ok
data/tts/cosyvoice/123_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_123,"En el centro de la ciudad, una persona preguntó por la dirección correcta y recibió una explicación clara.",20261031,ok
data/tts/cosyvoice/124_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_124,"En el centro de la ciudad, el ordenador guardó todos los documentos sin mostrar ningún mensaje de error.",20261032,ok
data/tts/cosyvoice/125_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_125,"En el centro de la ciudad, varios estudiantes comentaron las noticias y compararon diferentes puntos de vista.",20261033,ok
data/tts/cosyvoice/126_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_126,"En el centro de la ciudad, la cafetería preparó café, té y algunas tostadas para quienes acababan de llegar.",20261034,ok
data/tts/cosyvoice/127_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_127,"En el centro de la ciudad, el informe explicó los cambios principales con ejemplos sencillos y datos concretos.",20261035,ok
data/tts/cosyvoice/128_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_128,"En el centro de la ciudad, una llamada inesperada cambió los planes previstos para el resto de la jornada.",20261036,ok
data/tts/cosyvoice/129_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_129,"En el centro de la ciudad, el tren salió con puntualidad y llegó al destino pocos minutos antes de lo esperado.",20261037,ok
data/tts/cosyvoice/130_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_130,"En el centro de la ciudad, la conversación terminó con una pregunta breve sobre los próximos pasos del proyecto.",20261038,ok
data/tts/cosyvoice/131_ref4.wav,1,tts,cosyvoice,Rober_ref,Rober_ref.wav,txt_131,"Al volver del trabajo, el equipo revisó los resultados antes de tomar una decisión definitiva.",20261039,ok
