path,label,category,generator,speaker_id,source_speaker_id,target_speaker_id,utterance_id,source_generator,target_model,split
data/real/gonzalo/Gonzalo_ (22).wav,0,real,real,gonzalo,gonzalo,,022,real,,train
data/real/gonzalo/Gonzalo_ (23).wav,0,real,real,gonzalo,gonzalo,,023,real,,train
data/real/gonzalo/Gonzalo_ (24).wav,0,real,real,gonzalo,gonzalo,,024,real,,train
data/real/gonzalo/Gonzalo_ (25).wav,0,real,real,gonzalo,gonzalo,,025,real,,train
data/real/gonzalo/Gonzalo_ (26).wav,0,real,real,gonzalo,gonzalo,,026,real,,val
data/real/gonzalo/Gonzalo_ (27).wav,0,real,real,gonzalo,gonzalo,,027,real,,val
data/real/gonzalo/Gonzalo_ (28).wav,0,real,real,gonzalo,gonzalo,,028,real,,val
data/real/gonzalo/Gonzalo_ (29).wav,0,real,real,gonzalo,gonzalo,,029,real,,test
data/real/gonzalo/Gonzalo_ (30).wav,0,real,real,gonzalo,gonzalo,,030,real,,val
data/real/gonzalo/Gonzalo_ (31).wav,0,real,real,gonzalo,gonzalo,,031,real,,train
data/real/gonzalo/Gonzalo_ (32).wav,0,real,real,gonzalo,gonzalo,,032,real,,test
data/real/gonzalo/Gonzalo_ (33).wav,0,real,real,gonzalo,gonzalo,,033,real,,train
data/real/gonzalo/Gonzalo_ (34).wav,0,real,real,gonzalo,gonzalo,,034,real,,train
data/real/gonzalo/Gonzalo_ (35).wav,0,real,real,gonzalo,gonzalo,,035,real,,val
data/real/gonzalo/Gonzalo_ (36).wav,0,real,real,gonzalo,gonzalo,,036,real,,test
data/real/gonzalo/Gonzalo_ (37).wav,0,real,real,gonzalo,gonzalo,,037,real,,train
data/real/gonzalo/Gonzalo_ (38).wav,0,real,real,gonzalo,gonzalo,,038,real,,train
data/real/gonzalo/Gonzalo_ (39).wav,0,real,real,gonzalo,gonzalo,,039,real,,train
data/real/gonzalo/Gonzalo_ (40).wav,0,real,real,gonzalo,gonzalo,,040,real,,train
data/real/mario/Mario_ (1).wav,0,real,real,mario,mario,,mario_real_001,real,,train
data/real/mario/Mario_ (2).wav,0,real,real,mario,mario,,mario_real_002,real,,val
data/real/mario/Mario_ (3).wav,0,real,real,mario,mario,,mario_real_003,real,,train
data/real/mario/Mario_ (4).wav,0,real,real,mario,mario,,mario_real_004,real,,train
data/real/mario/Mario_ (5).wav,0,real,real,mario,mario,,mario_real_005,real,,val
data/real/mario/Mario_ (6).wav,0,real,real,mario,mario,,mario_real_006,real,,val
data/real/mario/Mario_ (7).wav,0,real,real,mario,mario,,mario_real_007,real,,train
data/real/mario/Mario_ (8).wav,0,real,real,mario,mario,,mario_real_008,real,,train
data/real/mario/Mario_ (9).wav,0,real,real,mario,mario,,mario_real_009,real,,train
data/real/mario/Mario_ (10).wav,0,real,real,mario,mario,,mario_real_010,real,,train
data/real/mario/Mario_ (11).wav,0,real,real,mario,mario,,mario_real_011,real,,train
data/real/mario/Mario_ (12).wav,0,real,real,mario,mario,,mario_real_012,real,,train
data/real/mario/Mario_ (13).wav,0,real,real,mario,mario,,mario_real_013,real,,train
data/real/mario/Mario_ (14).wav,0,real,real,mario,mario,,mario_real_014,real,,train
data/real/mario/Mario_ (15).wav,0,real,real,mario,mario,,mario_real_015,real,,test
data/real/mario/Mario_ (16).wav,0,real,real,mario,mario,,mario_real_016,real,,train
data/real/mario/Mario_ (17).wav,0,real,real,mario,mario,,mario_real_017,real,,train
data/real/mario/Mario_ (18).wav,0,real,real,mario,mario,,mario_real_018,real,,train
data/real/mario/Mario_ (19).wav,0,real,real,mario,mario,,mario_real_019,real,,train
data/real/mario/Mario_ (20).wav,0,real,real,mario,mario,,mario_real_020,real,,train
data/real/mario/Mario_ (21).wav,0,real,real,mario,mario,,mario_real_021,real,,train
data/real/mario/Mario_ (22).wav,0,real,real,mario,mario,,mario_real_022,real,,train
data/real/mario/Mario_ (23).wav,0,real,real,mario,mario,,mario_real_023,real,,train
data/real/mario/Mario_ (24).wav,0,real,real,mario,mario,,mario_real_024,real,,train
data/real/mario/Mario_ (25).wav,0,real,real,mario,mario,,mario_real_025,real,,val
data/real/mario/Mario_ (26).wav,0,real,real,mario,mario,,mario_real_026,real,,train
data/real/mario/Mario_ (27).wav,0,real,real,mario,mario,,mario_real_027,real,,train
data/real/mario/Mario_ (28).wav,0,real,real,mario,mario,,mario_real_028,real,,train
data/real/mario/Mario_ (29).wav,0,real,real,mario,mario,,mario_real_029,real,,train
data/real/mario/Mario_ (30).wav,0,real,real,mario,mario,,mario_real_030,real,,test
data/real/mario/Mario_ (31).wav,0,real,real,mario,mario,,mario_real_031,real,,train
data/real/mario/Mario_ (32).wav,0,real,real,mario,mario,,mario_real_032,real,,train
data/real/mario/Mario_ (33).wav,0,real,real,mario,mario,,mario_real_033,real,,val
data/real/mario/Mario_ (34).wav,0,real,real,mario,mario,,mario_real_034,real,,val
data/real/mario/Mario_ (35).wav,0,real,real,mario,mario,,mario_real_035,real,,train
data/real/mario/Mario_ (36).wav,0,real,real,mario,mario,,mario_real_036,real,,train
data/real/mario/Mario_ (37).wav,0,real,real,mario,mario,,mario_real_037,real,,train
data/real/mario/Mario_ (38).wav,0,real,real,mario,mario,,mario_real_038,real,,train
data/real/mario/Mario_ (39).wav,0,real,real,mario,mario,,mario_real_039,real,,train
data/real/mario/Mario_ (40).wav,0,real,real,mario,mario,,mario_real_040,real,,test
data/real/mario/Mario_.wav,0,real,real,mario,mario,,mario_real_041,real,,val
data/real/marta/Marta_ (1).wav,0,real,real,marta,marta,,001,real,,train
data/real/marta/Marta_ (2).wav,0,real,real,marta,marta,,002,real,,train
data/real/marta/Marta_ (3).wav,0,real,real,marta,marta,,003,real,,train
data/real/marta/Marta_ (4).wav,0,real,real,marta,marta,,004,real,,test
data/real/marta/Marta_ (5).wav,0,real,real,marta,marta,,005,real,,test
data/real/marta/Marta_ (6).wav,0,real,real,marta,marta,,006,real,,train
data/real/marta/Marta_ (7).wav,0,real,real,marta,marta,,007,real,,train
data/real/marta/Marta_ (8).wav,0,real,real,marta,marta,,008,real,,train
data/real/marta/Marta_ (9).wav,0,real,real,marta,marta,,009,real,,train
data/real/marta/Marta_ (10).wav,0,real,real,marta,marta,,010,real,,train
data/real/marta/Marta_ (11).wav,0,real,real,marta,marta,,011,real,,train
data/real/marta/Marta_ (12).wav,0,real,real,marta,marta,,012,real,,test
data/real/marta/Marta_ (13).wav,0,real,real,marta,marta,,013,real,,train
data/real/marta/Marta_ (14).wav,0,real,real,marta,marta,,014,real,,test
data/real/marta/Marta_ (15).wav,0,real,real,marta,marta,,015,real,,test
data/real/marta/Marta_ (16).wav,0,real,real,marta,marta,,016,real,,train
data/real/marta/Marta_ (17).wav,0,real,real,marta,marta,,017,real,,train
data/real/marta/Marta_ (18).wav,0,real,real,marta,marta,,018,real,,test
data/real/marta/Marta_ (19).wav,0,real,real,marta,marta,,019,real,,train
data/real/marta/Marta_ (20).wav,0,real,real,marta,marta,,020,real,,train
data/real/marta/Marta_ (21).wav,0,real,real,marta,marta,,021,real,,train
data/real/marta/Marta_ (22).wav,0,real,real,marta,marta,,022,real,,train
data/real/marta/Marta_ (23).wav,0,real,real,marta,marta,,023,real,,train
data/real/marta/Marta_ (24).wav,0,real,real,marta,marta,,024,real,,train
data/real/marta/Marta_ (25).wav,0,real,real,marta,marta,,025,real,,train
data/real/marta/Marta_ (26).wav,0,real,real,marta,marta,,026,real,,val
data/real/marta/Marta_ (27).wav,0,real,real,marta,marta,,027,real,,val
data/real/marta/Marta_ (28).wav,0,real,real,marta,marta,,028,real,,val
data/real/marta/Marta_ (29).wav,0,real,real,marta,marta,,029,real,,test
data/real/marta/Marta_ (30).wav,0,real,real,marta,marta,,030,real,,val
data/real/marta/Marta_ (31).wav,0,real,real,marta,marta,,031,real,,train
data/real/marta/Marta_ (32).wav,0,real,real,marta,marta,,032,real,,test
data/real/marta/Marta_ (33).wav,0,real,real,marta,marta,,033,real,,train
data/real/marta/Marta_ (34).wav,0,real,real,marta,marta,,034,real,,train
data/real/marta/Marta_ (35).wav,0,real,real,marta,marta,,035,real,,val
data/real/marta/Marta_ (36).wav,0,real,real,marta,marta,,036,real,,test
data/real/marta/Marta_ (37).wav,0,real,real,marta,marta,,037,real,,train
data/real/marta/Marta_ (38).wav,0,real,real,marta,marta,,038,real,,train
data/real/marta/Marta_ (39).wav,0,real,real,marta,marta,,039,real,,train
data/real/marta/Marta_.wav,0,real,real,marta,marta,,040,real,,train
data/real/noelia/Noe_ (1).wav,0,real,real,noelia,noelia,,001,real,,train
data/real/noelia/Noe_ (2).wav,0,real,real,noelia,noelia,,002,real,,train
data/real/noelia/Noe_ (3).wav,0,real,real,noelia,noelia,,003,real,,train
data/real/noelia/Noe_ (4).wav,0,real,real,noelia,noelia,,004,real,,test
data/real/noelia/Noe_ (5).wav,0,real,real,noelia,noelia,,005,real,,test
data/real/noelia/Noe_ (6).wav,0,real,real,noelia,noelia,,006,real,,train
data/real/noelia/Noe_ (7).wav,0,real,real,noelia,noelia,,007,real,,train
data/real/noelia/Noe_ (8).wav,0,real,real,noelia,noelia,,008,real,,train
data/real/noelia/Noe_ (9).wav,0,real,real,noelia,noelia,,009,real,,train
data/real/noelia/Noe_ (10).wav,0,real,real,noelia,noelia,,010,real,,train
data/real/noelia/Noe_ (11).wav,0,real,real,noelia,noelia,,011,real,,train
data/real/noelia/Noe_ (12).wav,0,real,real,noelia,noelia,,012,real,,test
data/real/noelia/Noe_ (13).wav,0,real,real,noelia,noelia,,013,real,,train
data/real/noelia/Noe_ (14).wav,0,real,real,noelia,noelia,,014,real,,test
data/real/noelia/Noe_ (15).wav,0,real,real,noelia,noelia,,015,real,,test
data/real/noelia/Noe_ (16).wav,0,real,real,noelia,noelia,,016,real,,train
data/real/noelia/Noe_ (17).wav,0,real,real,noelia,noelia,,017,real,,train
data/real/noelia/Noe_ (18).wav,0,real,real,noelia,noelia,,018,real,,test
data/real/noelia/Noe_ (19).wav,0,real,real,noelia,noelia,,019,real,,train
data/real/noelia/Noe_ (20).wav,0,real,real,noelia,noelia,,020,real,,train
data/real/noelia/Noe_ (21).wav,0,real,real,noelia,noelia,,021,real,,train
data/real/noelia/Noe_ (22).wav,0,real,real,noelia,noelia,,022,real,,train
data/real/noelia/Noe_ (23).wav,0,real,real,noelia,noelia,,023,real,,train
data/real/noelia/Noe_ (24).wav,0,real,real,noelia,noelia,,024,real,,train
data/real/noelia/Noe_ (25).wav,0,real,real,noelia,noelia,,025,real,,train
data/real/noelia/Noe_ (26).wav,0,real,real,noelia,noelia,,026,real,,val
data/real/noelia/Noe_ (27).wav,0,real,real,noelia,noelia,,027,real,,val
data/real/noelia/Noe_ (28).wav,0,real,real,noelia,noelia,,028,real,,val
data/real/noelia/Noe_ (29).wav,0,real,real,noelia,noelia,,029,real,,test
data/real/noelia/Noe_ (30).wav,0,real,real,noelia,noelia,,030,real,,val
data/real/noelia/Noe_ (31).wav,0,real,real,noelia,noelia,,031,real,,train
data/real/noelia/Noe_ (32).wav,0,real,real,noelia,noelia,,032,real,,test
data/real/noelia/Noe_ (33).wav,0,real,real,noelia,noelia,,033,real,,train
data/real/noelia/Noe_ (34).wav,0,real,real,noelia,noelia,,034,real,,train
data/real/noelia/Noe_ (35).wav,0,real,real,noelia,noelia,,035,real,,val
data/real/noelia/Noe_ (36).wav,0,real,real,noelia,noelia,,036,real,,test
data/real/noelia/Noe_ (37).wav,0,real,real,noelia,noelia,,037,real,,train
data/real/noelia/Noe_ (38).wav,0,real,real,noelia,noelia,,038,real,,train
data/real/noelia/Noe_ (39).wav,0,real,real,noelia,noelia,,039,real,,train
data/real/noelia/Noe_ (40).wav,0,real,real,noelia,noelia,,040,real,,train
data/real/rober/Rober_ (1).wav,0,real,real,rober,rober,,001,real,,train
data/real/rober/Rober_ (2).wav,0,real,real,rober,rober,,002,real,,train
data/real/rober/Rober_ (3).wav,0,real,real,rober,rober,,003,real,,train
data/real/rober/Rober_ (4).wav,0,real,real,rober,rober,,004,real,,test
data/real/rober/Rober_ (5).wav,0,real,real,rober,rober,,005,real,,test
data/real/rober/Rober_ (6).wav,0,real,real,rober,rober,,006,real,,train
data/real/rober/Rober_ (7).wav,0,real,real,rober,rober,,007,real,,train
data/real/rober/Rober_ (8).wav,0,real,real,rober,rober,,008,real,,train
data/real/rober/Rober_ (9).wav,0,real,real,rober,rober,,009,real,,train
data/real/rober/Rober_ (10).wav,0,real,real,rober,rober,,010,real,,train
data/real/rober/Rober_ (11).wav,0,real,real,rober,rober,,011,real,,train
data/real/rober/Rober_ (12).wav,0,real,real,rober,rober,,012,real,,test
data/real/rober/Rober_ (13).wav,0,real,real,rober,rober,,013,real,,train
data/real/rober/Rober_ (14).wav,0,real,real,rober,rober,,014,real,,test
data/real/rober/Rober_ (15).wav,0,real,real,rober,rober,,015,real,,test
data/real/rober/Rober_ (16).wav,0,real,real,rober,rober,,016,real,,train
data/real/rober/Rober_ (17).wav,0,real,real,rober,rober,,017,real,,train
data/real/rober/Rober_ (18).wav,0,real,real,rober,rober,,018,real,,test
data/real/rober/Rober_ (19).wav,0,real,real,rober,rober,,019,real,,train
data/real/rober/Rober_ (20).wav,0,real,real,rober,rober,,020,real,,train
data/real/rober/Rober_ (21).wav,0,real,real,rober,rober,,021,real,,train
data/real/rober/Rober_ (22).wav,0,real,real,rober,rober,,022,real,,train
data/real/rober/Rober_ (23).wav,0,real,real,rober,rober,,023,real,,train
data/real/rober/Rober_ (24).wav,0,real,real,rober,rober,,024,real,,train
data/real/rober/Rober_ (25).wav,0,real,real,rober,rober,,025,real,,train
data/real/rober/Rober_ (26).wav,0,real,real,rober,rober,,026,real,,val
data/real/rober/Rober_ (27).wav,0,real,real,rober,rober,,027,real,,val
data/real/rober/Rober_ (28).wav,0,real,real,rober,rober,,028,real,,val
data/real/rober/Rober_ (29).wav,0,real,real,rober,rober,,029,real,,test
data/real/rober/Rober_ (30).wav,0,real,real,rober,rober,,030,real,,val
data/real/rober/Rober_ (31).wav,0,real,real,rober,rober,,031,real,,train
data/real/rober/Rober_ (32).wav,0,real,real,rober,rober,,032,real,,test
data/real/rober/Rober_ (33).wav,0,real,real,rober,rober,,033,real,,train
data/real/rober/Rober_ (34).wav,0,real,real,rober,rober,,034,real,,train
data/real/rober/Rober_ (35).wav,0,real,real,rober,rober,,035,real,,val
data/real/rober/Rober_ (36).wav,0,real,real,rober,rober,,036,real,,test
data/real/rober/Rober_ (37).wav,0,real,real,rober,rober,,037,real,,train
data/real/rober/Rober_ (38).wav,0,real,real,rober,rober,,038,real,,train
data/real/rober/Rober_ (39).wav,0,real,real,rober,rober,,039,real,,train
data/real/rober/Rober_ (40).wav,0,real,real,rober,rober,,040,real,,train
data/real/samu/Samu_01.wav,0,real,real,samu,samu,,001,real,,train
data/real/samu/Samu_02.wav,0,real,real,samu,samu,,002,real,,train
data/real/samu/Samu_03.wav,0,real,real,samu,samu,,003,real,,train
data/real/samu/Samu_04.wav,0,real,real,samu,samu,,004,real,,test
data/real/samu/Samu_05.wav,0,real,real,samu,samu,,005,real,,test
data/real/samu/Samu_06.wav,0,real,real,samu,samu,,006,real,,train
data/real/samu/Samu_07.wav,0,real,real,samu,samu,,007,real,,train
data/real/samu/Samu_08.wav,0,real,real,samu,samu,,008,real,,train
data/real/samu/Samu_09.wav,0,real,real,samu,samu,,009,real,,train
data/real/samu/Samu_10.wav,0,real,real,samu,samu,,010,real,,train
data/real/samu/Samu_11.wav,0,real,real,samu,samu,,011,real,,train
data/real/samu/Samu_12.wav,0,real,real,samu,samu,,012,real,,test
data/real/samu/Samu_13.wav,0,real,real,samu,samu,,013,real,,train
data/real/samu/Samu_15.wav,0,real,real,samu,samu,,014,real,,test
data/real/samu/Samu_16.wav,0,real,real,samu,samu,,015,real,,test
data/real/samu/Samu_17.wav,0,real,real,samu,samu,,016,real,,train
data/real/samu/Samu_18.wav,0,real,real,samu,samu,,017,real,,train
data/real/samu/Samu_19.wav,0,real,real,samu,samu,,018,real,,test
data/real/samu/Samu_21.wav,0,real,real,samu,samu,,019,real,,train
data/real/samu/Samu_22.wav,0,real,real,samu,samu,,020,real,,train
data/real/samu/Samu_23.wav,0,real,real,samu,samu,,021,real,,train
data/real/samu/Samu_24.wav,0,real,real,samu,samu,,022,real,,train
data/real/samu/Samu_25.wav,0,real,real,samu,samu,,023,real,,train
data/real/samu/Samu_26.wav,0,real,real,samu,samu,,024,real,,train
data/real/samu/Samu_27.wav,0,real,real,samu,samu,,025,real,,train
data/real/samu/Samu_29.wav,0,real,real,samu,samu,,026,real,,val
data/real/samu/Samu_30.wav,0,real,real,samu,samu,,027,real,,val
data/real/samu/Samu_31.wav,0,real,real,samu,samu,,028,real,,val
data/real/samu/Samu_32.wav,0,real,real,samu,samu,,029,real,,test
data/real/samu/Samu_33.wav,0,real,real,samu,samu,,030,real,,val
data/real/samu/Samu_34.wav,0,real,real,samu,samu,,031,real,,train
data/real/samu/Samu_36.wav,0,real,real,samu,samu,,032,real,,test
data/real/samu/Samu_.wav,0,real,real,samu,samu,,033,real,,train
data/tts/confucius4/001_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,001,text,,train
data/tts/confucius4/002_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,002,text,,train
data/tts/confucius4/003_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,003,text,,train
data/tts/confucius4/004_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,004,text,,test
data/tts/confucius4/005_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,005,text,,test
data/tts/confucius4/006_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,006,text,,train
data/tts/confucius4/007_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,007,text,,train
data/tts/confucius4/008_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,008,text,,train
data/tts/confucius4/009_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,009,text,,train
data/tts/confucius4/010_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,010,text,,train
data/tts/confucius4/011_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,011,text,,train
data/tts/confucius4/012_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,012,text,,test
data/tts/confucius4/013_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,013,text,,train
data/tts/confucius4/014_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,014,text,,test
data/tts/confucius4/015_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,015,text,,test
data/tts/confucius4/016_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,016,text,,train
data/tts/confucius4/017_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,017,text,,train
data/tts/confucius4/018_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,018,text,,test
data/tts/confucius4/019_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,019,text,,train
data/tts/confucius4/020_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,020,text,,train
data/tts/confucius4/021_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,021,text,,train
data/tts/confucius4/022_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,022,text,,train
data/tts/confucius4/023_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,023,text,,train
data/tts/confucius4/024_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,024,text,,train
data/tts/confucius4/025_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,025,text,,train
data/tts/confucius4/026_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,026,text,,val
data/tts/confucius4/027_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,027,text,,val
data/tts/confucius4/028_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,028,text,,val
data/tts/confucius4/029_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,029,text,,test
data/tts/confucius4/030_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,030,text,,val
data/tts/confucius4/031_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,031,text,,train
data/tts/confucius4/032_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,032,text,,test
data/tts/confucius4/033_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,033,text,,train
data/tts/confucius4/034_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,034,text,,train
data/tts/confucius4/035_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,035,text,,val
data/tts/confucius4/036_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,036,text,,test
data/tts/confucius4/037_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,037,text,,train
data/tts/confucius4/038_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,038,text,,train
data/tts/confucius4/039_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,039,text,,train
data/tts/confucius4/040_ref1.wav,1,tts,confucius4,gonzalo,,gonzalo,040,text,,train
data/tts/confucius4/041_ref2.wav,1,tts,confucius4,marta,,marta,041,text,,train
data/tts/confucius4/042_ref2.wav,1,tts,confucius4,marta,,marta,042,text,,train
data/tts/confucius4/043_ref2.wav,1,tts,confucius4,marta,,marta,043,text,,train
data/tts/confucius4/044_ref2.wav,1,tts,confucius4,marta,,marta,044,text,,train
data/tts/confucius4/045_ref2.wav,1,tts,confucius4,marta,,marta,045,text,,train
data/tts/confucius4/046_ref2.wav,1,tts,confucius4,marta,,marta,046,text,,train
data/tts/confucius4/047_ref2.wav,1,tts,confucius4,marta,,marta,047,text,,val
data/tts/confucius4/048_ref2.wav,1,tts,confucius4,marta,,marta,048,text,,train
data/tts/confucius4/049_ref2.wav,1,tts,confucius4,marta,,marta,049,text,,test
data/tts/confucius4/050_ref2.wav,1,tts,confucius4,marta,,marta,050,text,,train
data/tts/confucius4/051_ref2.wav,1,tts,confucius4,marta,,marta,051,text,,train
data/tts/confucius4/052_ref2.wav,1,tts,confucius4,marta,,marta,052,text,,train
data/tts/confucius4/053_ref2.wav,1,tts,confucius4,marta,,marta,053,text,,train
data/tts/confucius4/054_ref2.wav,1,tts,confucius4,marta,,marta,054,text,,train
data/tts/confucius4/055_ref2.wav,1,tts,confucius4,marta,,marta,055,text,,test
data/tts/confucius4/056_ref2.wav,1,tts,confucius4,marta,,marta,056,text,,train
data/tts/confucius4/057_ref2.wav,1,tts,confucius4,marta,,marta,057,text,,test
data/tts/confucius4/058_ref2.wav,1,tts,confucius4,marta,,marta,058,text,,train
data/tts/confucius4/059_ref2.wav,1,tts,confucius4,marta,,marta,059,text,,train
data/tts/confucius4/060_ref2.wav,1,tts,confucius4,marta,,marta,060,text,,val
data/tts/confucius4/061_ref2.wav,1,tts,confucius4,marta,,marta,061,text,,val
data/tts/confucius4/062_ref2.wav,1,tts,confucius4,marta,,marta,062,text,,train
data/tts/confucius4/063_ref2.wav,1,tts,confucius4,marta,,marta,063,text,,train
data/tts/confucius4/064_ref2.wav,1,tts,confucius4,marta,,marta,064,text,,val
data/tts/confucius4/065_ref2.wav,1,tts,confucius4,marta,,marta,065,text,,train
data/tts/confucius4/066_ref2.wav,1,tts,confucius4,marta,,marta,066,text,,train
data/tts/confucius4/067_ref2.wav,1,tts,confucius4,marta,,marta,067,text,,train
data/tts/confucius4/068_ref2.wav,1,tts,confucius4,marta,,marta,068,text,,train
data/tts/confucius4/069_ref2.wav,1,tts,confucius4,marta,,marta,069,text,,train
data/tts/confucius4/070_ref2.wav,1,tts,confucius4,marta,,marta,070,text,,train
data/tts/confucius4/071_ref2.wav,1,tts,confucius4,marta,,marta,071,text,,train
data/tts/confucius4/072_ref2.wav,1,tts,confucius4,marta,,marta,072,text,,train
data/tts/confucius4/073_ref2.wav,1,tts,confucius4,marta,,marta,073,text,,train
data/tts/confucius4/074_ref2.wav,1,tts,confucius4,marta,,marta,074,text,,train
data/tts/confucius4/075_ref2.wav,1,tts,confucius4,marta,,marta,075,text,,train
data/tts/confucius4/076_ref2.wav,1,tts,confucius4,marta,,marta,076,text,,val
data/tts/confucius4/077_ref2.wav,1,tts,confucius4,marta,,marta,077,text,,test
data/tts/confucius4/078_ref2.wav,1,tts,confucius4,marta,,marta,078,text,,train
data/tts/confucius4/079_ref2.wav,1,tts,confucius4,marta,,marta,079,text,,train
data/tts/confucius4/080_ref2.wav,1,tts,confucius4,marta,,marta,080,text,,train
data/tts/confucius4/081_ref3.wav,1,tts,confucius4,noelia,,noelia,081,text,,train
data/tts/confucius4/082_ref3.wav,1,tts,confucius4,noelia,,noelia,082,text,,test
data/tts/confucius4/083_ref3.wav,1,tts,confucius4,noelia,,noelia,083,text,,train
data/tts/confucius4/084_ref3.wav,1,tts,confucius4,noelia,,noelia,084,text,,train
data/tts/confucius4/085_ref3.wav,1,tts,confucius4,noelia,,noelia,085,text,,train
data/tts/confucius4/086_ref3.wav,1,tts,confucius4,noelia,,noelia,086,text,,train
data/tts/confucius4/087_ref3.wav,1,tts,confucius4,noelia,,noelia,087,text,,train
data/tts/confucius4/088_ref3.wav,1,tts,confucius4,noelia,,noelia,088,text,,train
data/tts/confucius4/089_ref3.wav,1,tts,confucius4,noelia,,noelia,089,text,,val
data/tts/confucius4/090_ref3.wav,1,tts,confucius4,noelia,,noelia,090,text,,val
data/tts/confucius4/091_ref3.wav,1,tts,confucius4,noelia,,noelia,091,text,,train
data/tts/confucius4/092_ref3.wav,1,tts,confucius4,noelia,,noelia,092,text,,train
data/tts/confucius4/093_ref3.wav,1,tts,confucius4,noelia,,noelia,093,text,,train
